,SPE,Mean,STD,SKEW,KURT
0,3.3032703844523237,0.03956928901702583,0.05728677171537492,0.0003351056193852719,6.069229198734677e-05
1,3.4304797460998486,0.03845090856869704,0.057624808802909114,0.000525247912270571,0.00011848057922346215
2,3.4435448628153322,0.03747746745457471,0.04995427714156836,0.0001927395474538704,2.5963051513174008e-05
3,3.66079115220705,0.03937372416891571,0.04259297122405906,9.766878754726662e-05,1.12149603858161e-05
4,3.109892245817327,0.039177776199146135,0.07088630151354042,0.0009066076540121528,0.00022855118926937086
5,3.335595436152728,0.03991257388188563,0.06315697033903195,0.00063475388984286,0.0001444687646606946
6,3.0325152209393478,0.039938540173476623,0.08217873374724985,0.0016987099963949607,0.0005262630728543116
7,2.9319666252687746,0.035221787315177736,0.07595096031709726,0.0013654521613101394,0.00039911516909395104
8,3.529830964680659,0.03933853340125106,0.049457754269807835,0.00020354550778718843,2.9552600089583335e-05
9,3.5127230544913353,0.03847763134079769,0.0529511829571978,0.0003598530763966967,6.738184579805336e-05
10,3.6959023064280183,0.042176220190293816,0.0454553355079466,0.00018920410980015714,3.2581001254253156e-05
11,3.6021548476536487,0.03777348419178822,0.04492879464827067,0.0001632237827553093,2.3295027112106908e-05
12,3.5242524397938166,0.04016956142215028,0.05280889321559886,0.00027759949491785297,4.4518160724590554e-05
13,3.324559606612557,0.03489215346781883,0.05824144134698107,0.0005805816995166974,0.0001338414652239672
14,3.5336735039975196,0.03839379987499106,0.05071521341702054,0.0002782984857774753,4.5933879836862006e-05
15,3.2749224837301547,0.03999130874478256,0.06214213979773606,0.0004043214177972559,6.309507850563166e-05
16,3.6349337237168475,0.03984959222697119,0.04070646788710206,4.4378020113066676e-05,5.028279778952693e-06
17,3.2870094034773847,0.038207781056015626,0.06459711252327723,0.0006858711736708691,0.00014867914967757714
18,3.650731081922569,0.037793762938579556,0.0402498710118496,7.494511316122717e-05,8.506941861332512e-06
19,3.34940611051923,0.038640124060021416,0.0568816727611832,0.00033610770913109644,5.608132573910134e-05
20,3.1651754640446192,0.03960542003232763,0.07568108434049721,0.0013155763913561837,0.0003803580726240135
21,3.505628784617769,0.038900422882052206,0.052172233508001535,0.0002845205271599912,4.64682029880296e-05
22,2.8737130894253653,0.03566533545671387,0.07501829563090977,0.0011898830288378775,0.00032764727188146203
23,3.703781952212196,0.036619484549943855,0.041603961430192946,0.00016073709738029362,2.313094814760995e-05
