,SPE,Mean,STD,SKEW,KURT
0,2.923885759270245,0.028198645053575108,0.05510137630563387,0.00043448366855844346,8.570432976052358e-05
1,3.2409231062295074,0.022242386222360543,0.035615960882188775,8.793177085437889e-05,8.929262644775788e-06
2,2.71529664462391,0.0181481667101576,0.037864465166557074,0.00011812410130905028,1.282540515232457e-05
3,3.11641885345917,0.005769241910881101,0.011900232887818614,6.270375703155975e-06,3.384304249659913e-07
4,3.174309025353389,0.01347151858405847,0.02189743796993866,2.173675982143383e-05,1.57816650474601e-06
5,2.869937734335239,0.010001698971761182,0.01969009481880549,1.7789991023364973e-05,1.1579643539210913e-06
6,3.157858339779514,0.02076557378535342,0.034942558932269746,0.00010216610087149761,1.27134221028538e-05
7,2.575239989671896,0.017582590943692408,0.041165128849567564,0.000184079409614468,2.5460723125488254e-05
8,3.222189583193204,0.008231897243826504,0.015064016696420298,1.0768013581508674e-05,6.736404545627787e-07
9,3.5006680880413334,0.027384926307495113,0.03738571113826725,0.0001116235295975596,1.3384854911245782e-05
10,2.8802672308695065,0.016708492819461712,0.03355328806571869,9.138639560259014e-05,1.0032126506530466e-05
11,2.797494628516494,0.0249519636529316,0.0515175800762451,0.00033290831861008914,5.675781988870993e-05
12,2.646324495112885,0.022818729427894514,0.05446817948598279,0.0004855824689341271,9.965806829000173e-05
13,2.98699545292198,0.013186598613442457,0.025679156393431088,4.826135443847818e-05,4.792912353950518e-06
14,3.0887241962034078,0.014441694359480617,0.025076800423263827,2.99418789951213e-05,1.9829222245815934e-06
15,2.942367417040194,0.007586922264438732,0.013300365946552583,3.964056185486952e-06,1.410214319194546e-07
16,3.03645237524847,0.013684229415355601,0.028065954159502932,7.034762771083346e-05,7.779519149709026e-06
17,2.5707259304353505,0.02005643605557662,0.05067665261947884,0.0004181693041320351,8.226121452785149e-05
18,2.6929956969540596,0.007548680424636815,0.0170647084492108,1.4209031738319538e-05,9.033727493436359e-07
19,2.9608860325214192,0.02756663771352182,0.05304440230891972,0.0003691201451513468,6.747306009170784e-05
20,3.4351526360439566,0.018832470337480704,0.02636949732304602,3.977724797678504e-05,3.735852890635587e-06
21,2.5686991142077065,0.004854032084784256,0.012650036752642667,7.021705477006349e-06,3.6581842363484947e-07
22,2.638391196311395,0.019997215748934205,0.0435745389330908,0.000204147176303577,2.97680095136415e-05
23,3.231284996784961,0.01385659285130557,0.021906223975117545,2.18247594801794e-05,1.546321985752755e-06
