Unnamed: 0,SPE,Mean,STD,SKEW,KURT,target
0,3.2677233136892117,0.04157226401658976,0.06255807442152017,0.0004208675976517856,7.678292220339946e-05,0
1,3.4499785447588067,0.03779800089467292,0.05244357683791899,0.0002480483710375696,3.4875901224374845e-05,0
2,3.2455401273668665,0.028810057243835344,0.04696753320697372,0.00024683814824411104,4.086660043126511e-05,0
3,3.6651029293754167,0.03666012289680122,0.04160184322719547,0.00011196485482621884,1.2047429696007954e-05,0
4,3.2397325888396105,0.02682388975029198,0.042433833036784566,0.00014144307640674282,1.678407190386562e-05,0
5,3.1112442844712094,0.029593720578378373,0.05347426280325231,0.00037130250529790514,6.748152043832857e-05,0
6,3.2149847004383636,0.031359035312276816,0.05197625466646885,0.0002959217443063025,4.758177745624452e-05,0
7,3.4228309093750577,0.02958679297876448,0.04261169376788913,0.00015517558247766277,2.048951633234472e-05,0
8,3.3184445581437627,0.0389565680689305,0.060055305199805835,0.0004133451849486079,7.045969336006787e-05,0
9,3.394904732728528,0.02945956958975223,0.041268738025131764,0.00010914839295524505,1.1175307312856585e-05,0
10,3.213843530578863,0.038324966786252544,0.062166741977516336,0.000423405230362172,7.035434496188456e-05,0
11,3.920247922787999,0.03766395487619058,0.028158141532243414,2.2340900250851028e-05,1.7012256070705984e-06,0
12,3.542571012384641,0.0357382075021364,0.04410617311250524,0.0001315227531820036,1.697390030041339e-05,0
13,3.868820843206209,0.03232281265338701,0.028587241860049992,4.210176898894645e-05,3.584868903812169e-06,0
14,3.9175260184830214,0.03839652311852654,0.029658556625782283,3.627945747423883e-05,3.2887693923834e-06,0
15,3.1437129571450826,0.03731997673915824,0.06244274402139386,0.00047224287647224704,8.747862653177487e-05,0
16,3.68279113575524,0.03757559617158288,0.03882064317164712,6.563301549011559e-05,7.042573795285318e-06,0
17,3.0611665846934266,0.029610573918047407,0.053481219388969096,0.00033918194007530734,5.6115011457043675e-05,0
18,3.4188238661726773,0.02884874517713053,0.04311260882170536,0.00019606430512832907,2.8496311886779017e-05,0
19,3.04213679134192,0.035925181029077616,0.06452518622302858,0.0005594014854207853,0.00011102836803051902,0
20,3.3574363066289497,0.03620160488498141,0.05270457244171961,0.00023068487564289897,2.9349189003554188e-05,0
21,3.1501693414177483,0.036207346960284346,0.05872713691655861,0.00032173842149012635,4.670286158558128e-05,0
22,3.00814484265727,0.038196801121253586,0.06924631327411702,0.0007156827221621781,0.00015950196265897984,0
23,3.4465601342042733,0.03498704348797857,0.04690349173262556,0.0001529222728686824,1.8914819208115564e-05,0
