,SPE,Mean,STD,SKEW,KURT
0,3.3675831587858447,0.03869954018435379,0.05563390629303392,0.0002965849864679599,4.68134254206559e-05
1,3.344949823838517,0.03718431584953743,0.0546151293327216,0.00026908503701177794,3.901103698157341e-05
2,3.1286824480193576,0.02569879744999435,0.046683556816809225,0.0002762770516912838,4.813243435775855e-05
3,3.7246836688571014,0.03835843797831765,0.04133396552004977,0.00011627024382508788,1.2897854163479078e-05
4,3.0498796312264975,0.031363557038995175,0.058386793777722476,0.0004891079525363369,9.699168432997135e-05
5,3.4442556020743154,0.03417637681889516,0.04846283091162353,0.0002210974877288775,3.2630601245351125e-05
6,3.3260586266497705,0.03277513631935249,0.050504903811615987,0.00025701328651315364,3.8521695521777155e-05
7,3.5829179005035052,0.03045284924913344,0.03686860180570149,7.673574215950284e-05,7.395106987680376e-06
8,3.3957975963260996,0.03857105683256944,0.05759000987527572,0.00042240106464441144,8.119473831319896e-05
9,3.510561083779948,0.036228356254286505,0.04804785861439659,0.00020817913915264767,2.9042625802158298e-05
10,3.2199931469578145,0.03835993240708002,0.061859526081740446,0.00042860529792477126,7.394587106180637e-05
11,3.81899794206958,0.03420204249570198,0.030460530109994888,3.139701657971775e-05,2.489085734486961e-06
12,3.3967345103368234,0.035011360432973225,0.04769300423103985,0.0001621795240383501,2.1496173613918684e-05
13,3.481534423705442,0.036247573822787066,0.04784840407852247,0.00017757951070450717,2.3442470908998546e-05
14,3.7584165857072636,0.03913102165401283,0.0399460320412707,9.578010798325806e-05,9.993084296428576e-06
15,3.126021705752979,0.03764660062499754,0.06271825030745413,0.0004395375924937526,7.515671980454748e-05
16,3.6486776613585548,0.037812368382294674,0.042236787726349576,0.00010233189558652186,1.1093561784055724e-05
17,3.4529091619092402,0.025671682661429798,0.03635072504051159,9.64636723062855e-05,1.0621240607081544e-05
18,3.326262296290666,0.02467323885631336,0.03848475922817182,0.00014018670381127357,1.939559309295367e-05
19,3.1201358924534675,0.03834087146807038,0.06757725041564185,0.0006876863596111501,0.0001520094982475467
20,3.2057785896211164,0.031562180162227574,0.05406923668062725,0.00035781997309298607,6.009681334777207e-05
21,3.2947805594464405,0.03842398364235292,0.0565485479286325,0.00025713092185798594,3.473930083225945e-05
22,2.982548233490007,0.03902627741755043,0.07060838295428183,0.0007057981233133401,0.0001491209206883815
23,3.7178963753497025,0.03814406250191954,0.03975102825974123,8.08093372081402e-05,7.956820161640408e-06
