,SPE,Mean,STD,SKEW,KURT
0,2.996346524496933,0.04026760577817284,0.0800639632527644,0.0014059615288208624,0.0004006229870419645
1,2.764037898880339,0.041979168049210765,0.09691993866838475,0.002784825235241633,0.0010176049553812083
2,2.85560589720946,0.0341487223270033,0.07417317734615632,0.001206566693602291,0.00033054754849732047
3,3.524091114157638,0.037283023027441596,0.046326421457625507,0.00014396846279689292,1.7836454813560426e-05
4,2.809599299354623,0.03486573444450547,0.07540647168241212,0.001196042621089061,0.000323699934957159
5,2.637294447808419,0.03553361733764196,0.08873064120452917,0.0022594905221585996,0.0007805154401664616
6,2.683868160727132,0.037302938022486805,0.08591817158788789,0.0018198555114000146,0.0005653160240126482
7,3.2821731553506956,0.03520403862079281,0.058221579207217856,0.0005022908475101773,0.00010178721634162549
8,3.278553389774456,0.036751696864083264,0.05945992174189042,0.0004771157520175267,9.405127664198411e-05
9,3.2765490241143365,0.03642302037924012,0.056777591395508295,0.0003898796281718795,7.243713956732808e-05
10,2.8468518204115476,0.03848756696468647,0.08410873474511599,0.0017059352045607002,0.0005161133478545693
11,3.0714382763003805,0.03580184989947007,0.06537463507420008,0.0006732149370880856,0.00014615048328168976
12,3.320434888414628,0.034300821650539826,0.05287279487880945,0.00031212132130420774,5.14512150515558e-05
13,2.928833987736777,0.04011831537185145,0.08466182734587899,0.0017720303587399856,0.000548471754000707
14,3.3566857002499138,0.03787814146212835,0.059691013713346674,0.0004994806339585814,9.410337116052075e-05
15,2.880866162156395,0.03636691175842409,0.07214281631701161,0.0009058946804129495,0.00021846841585946151
16,3.2077211546910234,0.036523487699439756,0.059213656366672224,0.000412747989231732,7.19932150756281e-05
17,2.7415687153267845,0.03583968375787682,0.08389328220691306,0.0017992625518901703,0.0005627926747102669
18,3.2143234376913696,0.027710113095794717,0.04616606496731798,0.0002227933788012246,3.314551484305452e-05
19,3.054334238987183,0.04030637512558601,0.07786132674352537,0.0012982378788904056,0.0003620986138993622
20,2.6100978647878335,0.04290242393961287,0.10834806868891167,0.004034047143712963,0.0016631018771962654
21,3.0670135149100166,0.03679035895858766,0.06843510976768154,0.0008234580180243147,0.0001939010683077869
22,2.4829607714608763,0.04068419484878606,0.10628996067349768,0.0038398803587979397,0.0015674072240754054
23,3.163313910171517,0.034233165146069965,0.05991001853393522,0.0005105547728810814,9.914877059840134e-05
