Unnamed: 0,SPE,Mean,STD,SKEW,KURT,target
0,3.4744367816615456,0.03958280172283676,0.0583265923184908,0.0005304996846090161,0.00011346136778488956,2
1,3.4527012563580683,0.027693913704884426,0.0414358312671866,0.0001853746299584588,2.7307765481694048e-05,2
2,3.651827321222758,0.023395159833174424,0.02686977858250828,3.288302179545096e-05,2.4593335960576853e-06,2
3,3.5338145389133486,0.02869602315501541,0.03995915930275334,0.00016398099794801766,2.3032557044681845e-05,2
4,3.674786045689424,0.01816152686135028,0.019361271835603832,9.594085570743618e-06,5.170257208090378e-07,2
5,3.521115556476844,0.03194467118622516,0.04447632581122581,0.0002219819156994936,3.534337115370341e-05,2
6,3.5916027576153837,0.0278805042699812,0.034152814995566896,8.126379031488012e-05,9.41247154947721e-06,2
7,3.611232088372956,0.022411892933153998,0.02668052654882272,3.2247049958426174e-05,2.531796818421246e-06,2
8,3.480663530385976,0.025972664984628812,0.03651716673619168,0.00011766038423828635,1.497925029555693e-05,2
9,3.6999439557098968,0.024616277265929232,0.026912921041332773,3.9489807474305465e-05,3.7573927989337134e-06,2
10,3.5818519428591347,0.03757850838024146,0.05069863086841127,0.00032750726861507684,5.586769741936646e-05,2
11,3.6662480906948662,0.02957691068096655,0.03522741796656624,0.0001057366567755738,1.3797451381299356e-05,2
12,3.7309733608038265,0.0360304044924529,0.037914419450845685,0.0001032263125614584,1.3169680159169524e-05,2
13,3.5717361532745753,0.03052567668806337,0.04289321013232187,0.00022952897655145185,3.743291274031561e-05,2
14,3.5424382898627838,0.03046165232066717,0.0421715427470477,0.0001982012527116146,3.0602025747313816e-05,2
15,3.5894678627251673,0.033628632695728626,0.043887447746522236,0.00021494362510350161,3.373695673906887e-05,2
16,3.6584487738379217,0.02237076023644057,0.026785666175482045,4.355695950942199e-05,3.9858760922065265e-06,2
17,3.6154253259246634,0.027026242113190345,0.03247595896855848,6.689340489333648e-05,7.038812885038011e-06,2
18,3.4519106828960955,0.039283468549377344,0.05722693906418482,0.00047772361768271,0.00010074060986554217,2
19,3.682887163045258,0.0372708055754292,0.04279039628855444,0.00017729434319472724,2.756432431050115e-05,2
20,3.3030499443511654,0.027923893792672568,0.05034825703242746,0.00038686681052694784,7.217737301100687e-05,2
21,3.5728031310216943,0.0319723304250424,0.04565407735202644,0.00028031644844903064,4.729809461997067e-05,2
22,3.723545811288228,0.03866570891008147,0.03911838200068516,7.601476522829049e-05,8.175022415217683e-06,2
23,3.753361328225437,0.030728460745162996,0.029686256422610944,3.495898334635155e-05,3.310476954598446e-06,2
