Unnamed: 0,SPE,Mean,STD,SKEW,KURT,target
0,3.3142911932687635,0.03678484275778434,0.06228557768061015,0.0006513956793651105,0.00014226760222598106,1
1,3.660177389723704,0.035748762295089595,0.04187531951866075,0.00013394660387712405,1.5658205108450306e-05,1
2,3.4059289210553945,0.03646947613701216,0.05533657476492724,0.000421867349316442,8.286335053989473e-05,1
3,3.5992628755773066,0.03403745884632614,0.04034969404398507,0.00010874496467514424,1.3014168491002205e-05,1
4,3.470830222839936,0.038485860090817725,0.055333998633290436,0.0003998883856938042,7.597526898598266e-05,1
5,3.3464822782234513,0.03634238769012296,0.05839307145226332,0.0005307576607371763,0.00011423612262435537,1
6,3.5339301133826297,0.03634533901474423,0.045748248141774805,0.00015339766789762782,1.8939709033109666e-05,1
7,3.586174068295096,0.037392508062689234,0.046446200014748175,0.00019398545732756786,2.8246630327962677e-05,1
8,3.46296597318394,0.03629349642428107,0.0533540893182708,0.00039048763415489127,7.362733689864286e-05,1
9,3.8900815819660317,0.040209556798191284,0.03212878255527273,4.11811817699306e-05,3.828949257818796e-06,1
10,3.543254318458192,0.037222352313122375,0.050611467613446974,0.00030334275955876453,4.977565073893629e-05,1
11,3.5017706774364066,0.03792217019387775,0.052746352503447363,0.00032218177376227035,5.410922299308186e-05,1
12,3.701932458919568,0.032209235768977634,0.03358015977004123,5.485071629300269e-05,5.717350268239476e-06,1
13,3.574818602366572,0.02689167849330468,0.031992995279947825,5.414320937361899e-05,5.532335412917211e-06,1
14,3.737447371458583,0.03491962396744163,0.03737242488545755,0.0001051905439977433,1.2803274797500787e-05,1
15,3.6004054443347093,0.03324998501446879,0.04046493050509778,0.00012830198589724453,1.6683354430284898e-05,1
16,3.4750786196029497,0.03897598874746732,0.055157776116259986,0.00038580147569910463,7.286102507032416e-05,1
17,3.451615853083529,0.038638720639572036,0.05527478507697702,0.00035765359238144336,6.234579466241115e-05,1
18,3.3609368479361623,0.03916391739912545,0.05531131621966343,0.0002662306690401817,3.888495544825796e-05,1
19,3.677623156050492,0.036254100648906544,0.04284258924790355,0.00019088640651500105,2.9275398645568006e-05,1
20,3.6450250485058575,0.037413987261901566,0.04606663612801087,0.00021151721982964918,3.0984740149114476e-05,1
21,3.763808656028453,0.036514371479784126,0.040216423316784364,0.0001713086621645913,2.521769096877525e-05,1
22,3.610595371692504,0.03723124690966055,0.04120895988278475,6.975457997144245e-05,6.8256381970129536e-06,1
23,3.742752888997428,0.035769043997921295,0.038039656901762746,0.00011404519598959751,1.4848305426133368e-05,1
